name,country,avgTenure,avgAge,percentWomen,cap,industry,industryTenure,industryAge,industryWomen,globalTenure,globalAge,globalWomen,countryTenure,countryAge,countryWomen
CTS Corporation,US,11.1,62.9,25,0.6286,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Lundin Mining Corporation,Canada,10.8,62.9,12.5,2.8307,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Canadian National Railway Company,Canada,10.7,62.9,27.3,48.0023,Industrials,7.44,60.22,17,7.4,60,17,7.662806089,60.97683653,17
The Wharf (Holdings) Ltd.,Hong Kong,10.7,62.9,16.7,19.776,Financials,7.92,60.71,18,7.4,60,17,9.783838384,61.74949495,13
"Exactech, Inc.",US,10.6,62.9,14.3,0.3876,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Chesapeake Utilities Corporation,US,10.1,62.9,10,1.0206,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Smith & Wesson Holding Corporation,US,9.7,62.9,11.1,1.5876,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Hunting plc,UK,9.6,62.9,14.3,0.8923,Energy,7,60.92,12,7.4,60,17,5.650285094,57.00678794,20
"Owens & Minor, Inc.",US,9.4,62.9,18.2,2.2518,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Genesco Inc.,US,9.3,62.9,20,1.3884,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"CRA International, Inc.",US,9.3,62.9,14.3,0.2334,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
INTL FCStone Inc.,US,9.2,62.9,0,0.5524,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
EXPRESS SCRIPTS HOLDING COMPANY,US,8.9,62.9,8.3,50.1791,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Great Plains Energy Incorporated,US,8.9,62.9,11.1,4.6742,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Honeywell International Inc.,US,8.8,62.9,25,90.867,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Torstar Corporation,Canada,8.8,62.9,41.7,0.0968,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.662806089,60.97683653,17
Synta Pharmaceuticals Corp.,US,8.7,62.9,0,0.0372,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Dominion Resources, Inc.",US,8.6,62.9,20,47.7754,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Emerson Electric Co.,US,8.5,62.9,10,36.1756,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Federal Agricultural Mortgage Corporation,US,7.9,62.9,6.7,0.4003,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
International Business Machines Corporation,US,7.2,62.9,28.6,153.3827,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Emera Incorporated,Canada,6.8,62.9,33.3,5.6129,Utilities,6.4,59.97,21,7.4,60,17,7.662806089,60.97683653,17
MRC Global Inc.,US,6.5,62.9,10,1.4186,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Chico's FAS, Inc.",US,6.2,62.9,44.4,1.5355,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"American Water Works Company, Inc.",US,6.1,62.9,55.6,14.4997,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Live Oak Bancshares Inc.,US,5.4,62.9,9.1,0.4924,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
PHH Corporation,US,5.1,62.9,28.6,0.7744,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Morgan Stanley,US,4.6,62.9,14.3,54.256,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
HudBay Minerals Inc.,Canada,4,62.9,20,1.2888,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Hyundai Engineering & Construction Co. Ltd.,South Korea,3.6,62.9,0,3.3243,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
"Eldorado Resorts, Inc.",US,2,62.9,0,0.6972,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
The Chemours Company,US,1,62.9,25,1.6169,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
GEK Terna SA,Greece,0,62.9,0,0.2151,Industrials,7.44,60.22,17,7.4,60,17,5.540540541,57.63513514,15
Encore Wire Corporation,US,16.3,62.8,0,0.8518,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Covenant Transportation Group, Inc.",US,15.6,62.8,0,0.3863,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Synopsys, Inc.",US,14.7,62.8,20,8.2624,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Zardoya Otis S.A.,Spain,13,62.8,9.1,4.3261,Industrials,7.44,60.22,17,7.4,60,17,7.459330144,60.57655502,18
Credito Emiliano S.p.A. (Credem),Italy,13,62.8,16.7,2.0872,Financials,7.92,60.71,18,7.4,60,17,6.869612069,57.98599138,25
"VASCO Data Security International, Inc.",US,12.4,62.8,20,0.6609,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"First Business Financial Services, Inc.",US,12.2,62.8,22.2,0.2034,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Ford Motor Company,US,11.9,62.8,14.3,53.7861,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Lancaster Colony Corporation,US,11.8,62.8,11.1,3.4989,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
DaVita HealthCare Partners Inc.,US,11.2,62.8,20,16.0512,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Interactive Intelligence Group, Inc.",US,11.2,62.8,0,0.9412,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Helix Energy Solutions Group, Inc.",US,11.1,62.8,12.5,0.7258,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Liberty Interactive Corporation,US,10.4,62.8,11.1,12.6856,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Antofagasta plc,UK,10.3,62.8,9.1,6.6258,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Murphy Oil Corporation,US,10.2,62.8,16.7,5.4879,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Columbus McKinnon Corporation,US,10.2,62.8,11.1,0.3117,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Independent Bank Corp.,US,9.8,62.8,15.4,1.2671,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
American Tower Corporation,US,9.7,62.8,30,49.6824,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Veeco Instruments Inc.,US,9.5,62.8,0,0.6941,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"NxStage Medical, Inc.",US,9.3,62.8,12.5,1.3991,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Vermilion Energy Inc,Canada,9.2,62.8,22.2,3.7695,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Signature Bank,US,9.1,62.8,22.2,6.6327,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Ultratech, Inc.",US,9.1,62.8,11.1,0.6514,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Crown Resorts Ltd.,Australia,9,62.8,16.7,6.9762,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.81913775,59.75394322,24
"NRG Energy, Inc.",US,8.2,62.8,7.7,4.8716,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Banco Popular Espanol S.A,Spain,7.1,62.8,18.8,5.8189,Financials,7.92,60.71,18,7.4,60,17,7.459330144,60.57655502,18
"IDACORP, Inc.",US,6.8,62.8,20,4.0579,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Jaiprakash Associates Ltd.,India,6.8,62.8,5.9,0.4018,Industrials,7.44,60.22,17,7.4,60,17,8.233502538,61.66497462,12
First NBC Bank Holding Company,US,6.8,62.8,0,0.3808,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
BTB Real Estate Investment Trust,Canada,6.7,62.8,22.2,0.1447,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Novatek OAO,Russia,6.1,62.8,0,31.4738,Energy,7,60.92,12,7.4,60,17,4.133909287,51.47084233,6
International Paper Company,US,5.8,62.8,16.7,18.6961,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Johnson & Johnson,US,5.7,62.8,27.3,338.3292,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Novatel Wireless, Inc.",US,5.6,62.8,20,0.0849,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Celanese Corporation,US,5.3,62.8,33.3,10.4052,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
TransAlta Corporation,Canada,5.1,62.8,33.3,1.417,Utilities,6.4,59.97,21,7.4,60,17,7.662806089,60.97683653,17
Albemarle Corporation,US,5,62.8,9.1,9.6968,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
BP plc,UK,4.8,62.8,23.1,113.5943,Energy,7,60.92,12,7.4,60,17,5.650285094,57.00678794,20
"AMERICAN INTERNATIONAL GROUP, INC.",US,4.6,62.8,18.8,60.9201,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
DEXUS Property Group,Australia,4.4,62.8,37.5,6.7309,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
Citigroup Inc.,US,4.3,62.8,31.3,130.1054,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
LyondellBasell Industries NV,US,4.3,62.8,25,33.2463,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Fraport AG Frankfurt Airport Services Worldwide,Germany,3.9,62.8,20,4.956,Industrials,7.44,60.22,17,7.4,60,17,6.03255814,57.39255814,24
General Motors Company,US,3.6,62.8,50,47.7764,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"PNM Resources, Inc.",US,3.6,62.8,37.5,2.7289,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Salini Impregilo S.p.A.,Italy,3.3,62.8,28.6,1.5329,Industrials,7.44,60.22,17,7.4,60,17,6.869612069,57.98599138,25
"Imperva, Inc.",US,2.8,62.8,16.7,1.493,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Liberty Tripadvisor Holdings, Inc.",US,2.2,62.8,0,1.7269,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Renishaw plc,UK,18.7,62.7,22.2,2.2931,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
"Techtronic Industries Co., Ltd.",Hong Kong,17.4,62.7,0,7.7932,Consumer Discretionary,7.57,59.12,20,7.4,60,17,9.783838384,61.74949495,13
City Developments Limited,Singapore,16.3,62.7,14.3,5.816,Financials,7.92,60.71,18,7.4,60,17,7.856410256,62.14871795,11
"Bottomline Technologies (de), Inc.",US,15.5,62.7,10,0.9073,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Rogers Sugar Inc.,Canada,12.6,62.7,0,0.4186,Consumer Staples,7.41,59.11,21,7.4,60,17,7.662806089,60.97683653,17
BOK Financial Corporation,US,12.5,62.7,10,4.3186,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"AptarGroup, Inc.",US,11.4,62.7,30,5.0474,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
"bebe stores, inc.",US,10.3,62.7,0,0.04,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Ruth's Hospitality Group, Inc.",US,9.9,62.7,28.6,0.5322,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Genesee & Wyoming Inc.,US,9,62.7,9.1,3.7743,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Southwest Gas Corporation,US,8.8,62.7,9.1,3.7066,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Cincinnati Bell Inc.,US,8.1,62.7,22.2,1.0538,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
"Intuitive Surgical, Inc.",US,8,62.7,11.1,25.5147,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
KLA-Tencor Corporation,US,7.6,62.7,10,11.6983,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"T. Rowe Price Group, Inc.",US,7.5,62.7,25,18.5284,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
AK Steel Holding Corporation,US,7.4,62.7,10,1.334,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
"Arch Coal, Inc.",US,7.3,62.7,8.3,0.0081,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"CYS Investments, Inc.",US,7.1,62.7,33.3,1.2822,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Chevron Corporation,US,6.5,62.7,20,201.7197,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Raytheon Company,US,6.4,62.7,20,41.1822,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Stanley Black & Decker, Inc.",US,6.3,62.7,27.3,17.6147,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"KULICKE AND SOFFA INDUSTRIES, INC.",US,6.3,62.7,16.7,0.8854,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"ConAgra Foods, Inc.",US,6.1,62.7,16.7,20.9392,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Lend Lease Group,Australia,6,62.7,22.2,5.4182,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
Koninklijke Boskalis Westminster NV,Netherlands,6,62.7,0,4.5663,Industrials,7.44,60.22,17,7.4,60,17,4.58839779,59.22928177,25
Oshkosh Corporation,US,6,62.7,8.3,3.5722,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Cracker Barrel Old Country Store, Inc.",US,5.2,62.7,22.2,3.6844,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Iridium Communications Inc.,US,5,62.7,8.3,0.8692,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
"PDL BioPharma, Inc.",US,4.9,62.7,14.3,0.5546,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Level 3 Communications, Inc.",US,4.5,62.7,9.1,20.2805,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
"Duluth Holdings, Inc.",US,4.2,62.7,33.3,0.7856,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Exact Sciences Corporation,US,4,62.7,10,1.2733,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Cardinal Energy Ltd,Canada,3.8,62.7,0,0.5349,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
"Haverty Furniture Companies, Inc.",US,17.6,62.6,30,0.4057,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Li & Fung Limited,Hong Kong,15.8,62.6,12.5,4.0368,Consumer Discretionary,7.57,59.12,20,7.4,60,17,9.783838384,61.74949495,13
The J. M. Smucker Company,US,15.6,62.6,36.4,17.7852,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"Skechers U.S.A., Inc.",US,15,62.6,0,5.0603,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Whole Foods Market, Inc.",US,14.2,62.6,18.2,10.6453,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"Steel Dynamics, Inc.",US,13.5,62.6,9.1,6.7835,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
First Quantum Minerals Ltd.,Canada,11.8,62.6,0,5.4125,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
"Harte Hanks, Inc.",US,11.7,62.6,28.6,0.1069,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
P. H. Glatfelter Company,US,11.6,62.6,11.1,0.9249,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
"The Greenbrier Companies, Inc.",US,11.3,62.6,25,0.8881,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"M/I Homes, Inc.",US,11.2,62.6,22.2,0.5,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Insperity, Inc.",US,10.6,62.6,22.2,1.6908,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Celldex Therapeutics, Inc.",US,10.4,62.6,14.3,0.464,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Corrections Corporation of America,US,10.1,62.6,22.2,3.885,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Endeavour Silver Corp.,Canada,10.1,62.6,0,0.559,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Gildan Activewear Inc.,Canada,10,62.6,25,7.3737,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.662806089,60.97683653,17
Sun Hydraulics Corporation,US,10,62.6,12.5,0.836,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Trilogy Energy Corp.,Canada,9.8,62.6,0,0.5932,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
ORBCOMM Inc.,US,9.7,62.6,0,0.737,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
Eaton Corporation plc,US,9.5,62.6,21.4,29.2341,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Heritage Oaks Bancorp,US,9.5,62.6,18.2,0.2893,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"CSG Systems International, Inc.",US,9.4,62.6,10,1.3483,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Caleres, Inc.",US,9.2,62.6,40,1.1509,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
StarHub Ltd.,Singapore,8.9,62.6,7.7,5.0562,Telecommunication Services,6,57.92,19,7.4,60,17,7.856410256,62.14871795,11
"Omnicell, Inc.",US,8.9,62.6,22.2,1.2887,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"ALLETE, Inc.",US,8.4,62.6,30,3.1396,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
"The Finish Line, Inc.",US,8.4,62.6,22.2,0.9378,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Triumph Group, Inc.",US,8.3,62.6,10,1.8788,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
EMC Corporation,US,7.8,62.6,22.2,53.8511,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"The PNC Financial Services Group, Inc.",US,7.8,62.6,30.8,40.9745,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Franco-Nevada Corporation,Canada,7.3,62.6,11.1,13.3496,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Snap-on Incorporated,US,7.1,62.6,22.2,9.4435,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Mentor Graphics Corporation,US,6.9,62.6,14.3,2.3269,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Aceto Corporation,US,6.9,62.6,14.3,0.7473,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"EXCO Resources, Inc.",US,6.9,62.6,0,0.3646,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Nucor Corporation,US,6.8,62.6,25,18.017,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Fresenius SE & Co KGaA,Germany,6.5,62.6,16.7,40.4514,Health Care,7.13,60.28,16,7.4,60,17,6.03255814,57.39255814,24
Wilmar International Limited,Singapore,6.5,62.6,0,15.7253,Consumer Staples,7.41,59.11,21,7.4,60,17,7.856410256,62.14871795,11
CSL Ltd.,Australia,6.3,62.6,25,39.2425,Health Care,7.13,60.28,16,7.4,60,17,5.81913775,59.75394322,24
Muenchener Rueckversicherungs-Gesellschaft AG,Germany,6.2,62.6,40,26.4109,Financials,7.92,60.71,18,7.4,60,17,6.03255814,57.39255814,24
"Berkshire Hills Bancorp, Inc.",US,6.1,62.6,13.3,0.88,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"EnPro Industries, Inc.",US,6,62.6,11.1,1.0425,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Edison International,US,5.8,62.6,30,25.1461,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Ferrexpo plc,UK,5.6,62.6,10,0.3115,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Brookdale Senior Living Inc.,US,5.2,62.6,11.1,3.1402,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
BHP Billiton Limited,Australia,4.9,62.6,27.3,49.6109,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
BHP Billiton plc,UK,4.9,62.6,27.3,27.9607,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Korn/Ferry International,US,4.9,62.6,25,1.3272,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Anglo American plc,UK,4.8,62.6,25,15.511,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
"QEP Resources, Inc.",US,4.3,62.6,14.3,4.2963,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Amcor Limited,Australia,4,62.6,25,13.7209,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
"CommScope Holding Company, Inc.",US,3.7,62.6,10,6.1205,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Sims Metal Management Limited,Australia,3.6,62.6,30,1.3721,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
Corbion NV,Netherlands,3.4,62.6,20,1.395,Materials,6.88,60.08,16,7.4,60,17,4.58839779,59.22928177,25
Workiva Inc.,US,2,62.6,0,0.5699,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Talen Energy Corp,US,1,62.6,12.5,1.7647,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
"FARO Technologies, Inc.",US,14.7,62.5,16.7,0.5905,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"P.A.M. Transportation Services, Inc.",US,13.3,62.5,0,0.1189,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Adobe Systems Incorporated,US,13.1,62.5,20,48.7478,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Horizon Bancorp,US,13,62.5,9.1,0.3159,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Peapack-Gladstone Financial Corporation,US,12.2,62.5,18.2,0.3312,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
LaSalle Hotel Properties,US,11.5,62.5,16.7,2.8638,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
CI Financial Corp.,Canada,11.2,62.5,9.1,5.7352,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
The Empire District Electric Company,US,10.1,62.5,10,1.4893,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
"First Cash Financial Services, Inc.",US,9.5,62.5,0,1.4633,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Denbury Resources Inc.,US,9.5,62.5,12.5,1.1464,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
EQT Corporation,US,9,62.5,30,13.052,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"Akamai Technologies, Inc.",US,9,62.5,27.3,10.0526,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Aspen Technology, Inc.",US,9,62.5,16.7,3.4834,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Universal Corporation,US,8.4,62.5,12.5,1.3669,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
First Merchants Corporation,US,8.4,62.5,10,1.0481,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Tesco Corporation,US,8.4,62.5,12.5,0.3133,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Marvell Technology Group Ltd.,US,8.2,62.5,16.7,5.176,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Bill Barrett Corporation,US,8,62.5,0,0.2994,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"Interactive Brokers Group, Inc.",US,7.9,62.5,0,2.3516,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Adelaide Brighton Ltd.,Australia,7.5,62.5,16.7,2.8623,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
Ultra Electronics Holdings plc,UK,7.5,62.5,0,1.6234,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"NetApp, Inc.",US,7.4,62.5,10,7.0776,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
OGE Energy Corp.,US,7,62.5,20,6.4024,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
DENTSPLY Sirona Inc.,US,6.9,62.5,0,14.7472,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Tractor Supply Company,US,6.9,62.5,25,12.2739,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
ProAssurance Corporation,US,6.8,62.5,10,2.7528,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
